,,,,,,,,,,,,,,,,,,,,,,,
PEMBANGUNAN SISTEM PENGURUSAN PEMBIAYAAN TEKUN NASIONAL (SPPT),,,,,,,,,,,,,,,,,,,,,,,
JADUAL PEMATUHAN SPESIFIKASI TEKNIKAL,,,,,,,,,,,,,,,,,,,,,,,
NO. TENDER : TEKUN/JP/TENDER2026/SPPT (1),,,,,,,,,,,,,,,,,,,,,,,
Mohon isi Maklum Balas YA / TIDAK (Wajib Dilengkapkan) dan Cadangan/Catatan (Sekiranya Ada) di Kotak Berwarna Biru,,,,,,,,,,,,,,,,,,,,,,,
BIL.,SPESIFIKASI PERKHIDMATAN,PEMATUHAN,MAKLUM BALAS (WAJIB PILIH YA / TIDAK),CADANGAN/CATATAN,,,,,,,,,,,,,,,,,,,
9.5,Pengesanan Penyalahgunaan & Aktiviti Anomali,,,,,,,,,,,,,,,,,,,,,,
9.5.1,"Petender hendaklah membangunkan sistem pengesanan aktiviti luar kebiasaan seperti akses luar waktu pejabat, percubaan log masuk dari IP luar negara, akses ke modul yang bukan dalam skop peranan pengguna, perubahan data yang terlalu kerap dan lain-lain yang akan ditetapkan.",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.5.2,"Petender hendaklah menyediakan pengesanan anomali transaksi seperti pengeluaran dana melebihi had, penstrukturan semula tanpa kelulusan, kadar faedah luar biasa atau akaun diluluskan dalam masa yang terlalu singkat tanpa laluan kerja lengkap.",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.5.3,"Petender hendaklah menyediakan konfigurasi parameter amaran (threshold & rules) untuk memicu alert automatik jika aktiviti mencurigakan dikesan seperti contoh Ambang nilai (contoh: jumlah maksimum pengeluaran sehari), Peraturan audit (contoh: perubahan maklumat akaun bank perlu sah laku 2 pegawai) dan Logik pencetus amaran (triggering logic) berdasarkan tingkah laku.",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.5.4,"Petender hendaklah membangunkan mekanisme auto?response seperti menjana amaran automatik kepada penyelia pegawai (bergantung kepada user) jika aktiviti anomali dikesan, notifikasi segera, pembekuan akaun sementara dan audit forensik automatik.",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.5.5,"Petender hendaklah menyediakan dashboard analitik aktiviti pengguna dengan heatmap masa aktif, senarai pengguna berisiko tinggi, statistik amaran bulanan dan lain-lain.",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.5.6,"Integrasi dengan Modul Lain iaitu Data untuk pengesanan ditarik dari Modul Akaun Pengguna & Peranan, Modul Pengeluaran Dana, Modul Repayment & Penstrukturan dan Modul Logging & Audit Trail.",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.6,AI Component - AI Risk & Anomaly Detection,,,,,,,,,,,,,,,,,,,,,,
9.6.1,"Petender hendaklah menyediakan AI Risk Scoring & Early Warning System untuk menilai prestasi perniagaan peminjam dan mengesan risiko NPF secara automatik, memberi amaran awal kepada pegawai pemantau. ",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.6.2,Petender perlu membangunkan AI Anomaly Detection untuk mengesan kelakuan pengguna dan transaksi luar jangka seperti perubahan data yang mencurigakan atau pola pembayaran tidak normal. ,Mandatori,,,,,,,,,,,,,,,,,,,,,
9.7,Dashboard pemohonan Kontrak-i,,,,,,,,,,,,,,,,,,,,,,
